name,offset,size,shape,dtype
model.decoder.embed_tokens.weight,31819161600,514785280,50272x2560,torch.float32
model.decoder.embed_positions.weight,32333946880,20992000,2050x2560,torch.float32
model.decoder.final_layer_norm.weight,32354938880,10240,2560,torch.float32
model.decoder.final_layer_norm.bias,32354949120,10240,2560,torch.float32
model.decoder.layers.0.self_attn.k_proj.weight,32354959360,26214400,2560x2560,torch.float32
model.decoder.layers.0.self_attn.k_proj.bias,32381173760,10240,2560,torch.float32
model.decoder.layers.0.self_attn.v_proj.weight,32381184000,26214400,2560x2560,torch.float32
model.decoder.layers.0.self_attn.v_proj.bias,32407398400,10240,2560,torch.float32
model.decoder.layers.0.self_attn.q_proj.weight,32407408640,26214400,2560x2560,torch.float32
model.decoder.layers.0.self_attn.q_proj.bias,32433623040,10240,2560,torch.float32
model.decoder.layers.0.self_attn.out_proj.weight,32433633280,26214400,2560x2560,torch.float32
model.decoder.layers.0.self_attn.out_proj.bias,32459847680,10240,2560,torch.float32
model.decoder.layers.0.self_attn_layer_norm.weight,32459857920,10240,2560,torch.float32
model.decoder.layers.0.self_attn_layer_norm.bias,32459868160,10240,2560,torch.float32
model.decoder.layers.0.fc1.weight,32459878400,104857600,10240x2560,torch.float32
model.decoder.layers.0.fc1.bias,32564736000,40960,10240,torch.float32
model.decoder.layers.0.fc2.weight,32564776960,104857600,2560x10240,torch.float32
model.decoder.layers.0.fc2.bias,32669634560,10240,2560,torch.float32
model.decoder.layers.0.final_layer_norm.weight,32669644800,10240,2560,torch.float32
model.decoder.layers.0.final_layer_norm.bias,32669655040,10240,2560,torch.float32
model.decoder.layers.1.self_attn.k_proj.weight,32669665280,26214400,2560x2560,torch.float32
model.decoder.layers.1.self_attn.k_proj.bias,32695879680,10240,2560,torch.float32
model.decoder.layers.1.self_attn.v_proj.weight,32695889920,26214400,2560x2560,torch.float32
model.decoder.layers.1.self_attn.v_proj.bias,32722104320,10240,2560,torch.float32
model.decoder.layers.1.self_attn.q_proj.weight,32722114560,26214400,2560x2560,torch.float32
model.decoder.layers.1.self_attn.q_proj.bias,32748328960,10240,2560,torch.float32
model.decoder.layers.1.self_attn.out_proj.weight,32748339200,26214400,2560x2560,torch.float32
model.decoder.layers.1.self_attn.out_proj.bias,32774553600,10240,2560,torch.float32
model.decoder.layers.1.self_attn_layer_norm.weight,32774563840,10240,2560,torch.float32
model.decoder.layers.1.self_attn_layer_norm.bias,32774574080,10240,2560,torch.float32
model.decoder.layers.1.fc1.weight,32774584320,104857600,10240x2560,torch.float32
model.decoder.layers.1.fc1.bias,32879441920,40960,10240,torch.float32
model.decoder.layers.1.fc2.weight,32879482880,104857600,2560x10240,torch.float32
model.decoder.layers.1.fc2.bias,32984340480,10240,2560,torch.float32
model.decoder.layers.1.final_layer_norm.weight,32984350720,10240,2560,torch.float32
model.decoder.layers.1.final_layer_norm.bias,32984360960,10240,2560,torch.float32
model.decoder.layers.2.self_attn.k_proj.weight,32984371200,26214400,2560x2560,torch.float32
model.decoder.layers.2.self_attn.k_proj.bias,33010585600,10240,2560,torch.float32
model.decoder.layers.2.self_attn.v_proj.weight,33010595840,26214400,2560x2560,torch.float32
model.decoder.layers.2.self_attn.v_proj.bias,33036810240,10240,2560,torch.float32
model.decoder.layers.2.self_attn.q_proj.weight,33036820480,26214400,2560x2560,torch.float32
model.decoder.layers.2.self_attn.q_proj.bias,33063034880,10240,2560,torch.float32
model.decoder.layers.2.self_attn.out_proj.weight,33063045120,26214400,2560x2560,torch.float32
model.decoder.layers.2.self_attn.out_proj.bias,33089259520,10240,2560,torch.float32
model.decoder.layers.2.self_attn_layer_norm.weight,33089269760,10240,2560,torch.float32
model.decoder.layers.2.self_attn_layer_norm.bias,33089280000,10240,2560,torch.float32
model.decoder.layers.2.fc1.weight,33089290240,104857600,10240x2560,torch.float32
model.decoder.layers.2.fc1.bias,33194147840,40960,10240,torch.float32
model.decoder.layers.2.fc2.weight,33194188800,104857600,2560x10240,torch.float32
model.decoder.layers.2.fc2.bias,33299046400,10240,2560,torch.float32
model.decoder.layers.2.final_layer_norm.weight,33299056640,10240,2560,torch.float32
model.decoder.layers.2.final_layer_norm.bias,33299066880,10240,2560,torch.float32
model.decoder.layers.3.self_attn.k_proj.weight,33299077120,26214400,2560x2560,torch.float32
model.decoder.layers.3.self_attn.k_proj.bias,33325291520,10240,2560,torch.float32
model.decoder.layers.3.self_attn.v_proj.weight,33325301760,26214400,2560x2560,torch.float32
model.decoder.layers.3.self_attn.v_proj.bias,33351516160,10240,2560,torch.float32
model.decoder.layers.3.self_attn.q_proj.weight,33351526400,26214400,2560x2560,torch.float32
model.decoder.layers.3.self_attn.q_proj.bias,33377740800,10240,2560,torch.float32
model.decoder.layers.3.self_attn.out_proj.weight,33377751040,26214400,2560x2560,torch.float32
model.decoder.layers.3.self_attn.out_proj.bias,33403965440,10240,2560,torch.float32
model.decoder.layers.3.self_attn_layer_norm.weight,33403975680,10240,2560,torch.float32
model.decoder.layers.3.self_attn_layer_norm.bias,33403985920,10240,2560,torch.float32
model.decoder.layers.3.fc1.weight,33403996160,104857600,10240x2560,torch.float32
model.decoder.layers.3.fc1.bias,33508853760,40960,10240,torch.float32
model.decoder.layers.3.fc2.weight,33508894720,104857600,2560x10240,torch.float32
model.decoder.layers.3.fc2.bias,33613752320,10240,2560,torch.float32
model.decoder.layers.3.final_layer_norm.weight,33613762560,10240,2560,torch.float32
model.decoder.layers.3.final_layer_norm.bias,33613772800,10240,2560,torch.float32
model.decoder.layers.4.self_attn.k_proj.weight,33613783040,26214400,2560x2560,torch.float32
model.decoder.layers.4.self_attn.k_proj.bias,33639997440,10240,2560,torch.float32
model.decoder.layers.4.self_attn.v_proj.weight,33640007680,26214400,2560x2560,torch.float32
model.decoder.layers.4.self_attn.v_proj.bias,33666222080,10240,2560,torch.float32
model.decoder.layers.4.self_attn.q_proj.weight,33666232320,26214400,2560x2560,torch.float32
model.decoder.layers.4.self_attn.q_proj.bias,33692446720,10240,2560,torch.float32
model.decoder.layers.4.self_attn.out_proj.weight,33692456960,26214400,2560x2560,torch.float32
model.decoder.layers.4.self_attn.out_proj.bias,33718671360,10240,2560,torch.float32
model.decoder.layers.4.self_attn_layer_norm.weight,33718681600,10240,2560,torch.float32
model.decoder.layers.4.self_attn_layer_norm.bias,33718691840,10240,2560,torch.float32
model.decoder.layers.4.fc1.weight,33718702080,104857600,10240x2560,torch.float32
model.decoder.layers.4.fc1.bias,33823559680,40960,10240,torch.float32
model.decoder.layers.4.fc2.weight,33823600640,104857600,2560x10240,torch.float32
model.decoder.layers.4.fc2.bias,33928458240,10240,2560,torch.float32
model.decoder.layers.4.final_layer_norm.weight,33928468480,10240,2560,torch.float32
model.decoder.layers.4.final_layer_norm.bias,33928478720,10240,2560,torch.float32
model.decoder.layers.5.self_attn.k_proj.weight,33928488960,26214400,2560x2560,torch.float32
model.decoder.layers.5.self_attn.k_proj.bias,33954703360,10240,2560,torch.float32
model.decoder.layers.5.self_attn.v_proj.weight,33954713600,26214400,2560x2560,torch.float32
model.decoder.layers.5.self_attn.v_proj.bias,33980928000,10240,2560,torch.float32
model.decoder.layers.5.self_attn.q_proj.weight,33980938240,26214400,2560x2560,torch.float32
model.decoder.layers.5.self_attn.q_proj.bias,34007152640,10240,2560,torch.float32
model.decoder.layers.5.self_attn.out_proj.weight,34007162880,26214400,2560x2560,torch.float32
model.decoder.layers.5.self_attn.out_proj.bias,34033377280,10240,2560,torch.float32
model.decoder.layers.5.self_attn_layer_norm.weight,34033387520,10240,2560,torch.float32
model.decoder.layers.5.self_attn_layer_norm.bias,34033397760,10240,2560,torch.float32
model.decoder.layers.5.fc1.weight,34033408000,104857600,10240x2560,torch.float32
model.decoder.layers.5.fc1.bias,34138265600,40960,10240,torch.float32
model.decoder.layers.5.fc2.weight,34138306560,104857600,2560x10240,torch.float32
model.decoder.layers.5.fc2.bias,34243164160,10240,2560,torch.float32
model.decoder.layers.5.final_layer_norm.weight,34243174400,10240,2560,torch.float32
model.decoder.layers.5.final_layer_norm.bias,34243184640,10240,2560,torch.float32
model.decoder.layers.6.self_attn.k_proj.weight,34243194880,26214400,2560x2560,torch.float32
model.decoder.layers.6.self_attn.k_proj.bias,34269409280,10240,2560,torch.float32
model.decoder.layers.6.self_attn.v_proj.weight,34269419520,26214400,2560x2560,torch.float32
model.decoder.layers.6.self_attn.v_proj.bias,34295633920,10240,2560,torch.float32
model.decoder.layers.6.self_attn.q_proj.weight,34295644160,26214400,2560x2560,torch.float32
model.decoder.layers.6.self_attn.q_proj.bias,34321858560,10240,2560,torch.float32
model.decoder.layers.6.self_attn.out_proj.weight,34321868800,26214400,2560x2560,torch.float32
model.decoder.layers.6.self_attn.out_proj.bias,34348083200,10240,2560,torch.float32
model.decoder.layers.6.self_attn_layer_norm.weight,34348093440,10240,2560,torch.float32
model.decoder.layers.6.self_attn_layer_norm.bias,34348103680,10240,2560,torch.float32
model.decoder.layers.6.fc1.weight,34348113920,104857600,10240x2560,torch.float32
model.decoder.layers.6.fc1.bias,34452971520,40960,10240,torch.float32
model.decoder.layers.6.fc2.weight,34453012480,104857600,2560x10240,torch.float32
model.decoder.layers.6.fc2.bias,34557870080,10240,2560,torch.float32
model.decoder.layers.6.final_layer_norm.weight,34557880320,10240,2560,torch.float32
model.decoder.layers.6.final_layer_norm.bias,34557890560,10240,2560,torch.float32
model.decoder.layers.7.self_attn.k_proj.weight,34557900800,26214400,2560x2560,torch.float32
model.decoder.layers.7.self_attn.k_proj.bias,34584115200,10240,2560,torch.float32
model.decoder.layers.7.self_attn.v_proj.weight,34584125440,26214400,2560x2560,torch.float32
model.decoder.layers.7.self_attn.v_proj.bias,34610339840,10240,2560,torch.float32
model.decoder.layers.7.self_attn.q_proj.weight,34610350080,26214400,2560x2560,torch.float32
model.decoder.layers.7.self_attn.q_proj.bias,34636564480,10240,2560,torch.float32
model.decoder.layers.7.self_attn.out_proj.weight,34636574720,26214400,2560x2560,torch.float32
model.decoder.layers.7.self_attn.out_proj.bias,34662789120,10240,2560,torch.float32
model.decoder.layers.7.self_attn_layer_norm.weight,34662799360,10240,2560,torch.float32
model.decoder.layers.7.self_attn_layer_norm.bias,34662809600,10240,2560,torch.float32
model.decoder.layers.7.fc1.weight,34662819840,104857600,10240x2560,torch.float32
model.decoder.layers.7.fc1.bias,34767677440,40960,10240,torch.float32
model.decoder.layers.7.fc2.weight,34767718400,104857600,2560x10240,torch.float32
model.decoder.layers.7.fc2.bias,34872576000,10240,2560,torch.float32
model.decoder.layers.7.final_layer_norm.weight,34872586240,10240,2560,torch.float32
model.decoder.layers.7.final_layer_norm.bias,34872596480,10240,2560,torch.float32
model.decoder.layers.8.self_attn.k_proj.weight,34872606720,26214400,2560x2560,torch.float32
model.decoder.layers.8.self_attn.k_proj.bias,34898821120,10240,2560,torch.float32
model.decoder.layers.8.self_attn.v_proj.weight,34898831360,26214400,2560x2560,torch.float32
model.decoder.layers.8.self_attn.v_proj.bias,34925045760,10240,2560,torch.float32
model.decoder.layers.8.self_attn.q_proj.weight,34925056000,26214400,2560x2560,torch.float32
model.decoder.layers.8.self_attn.q_proj.bias,34951270400,10240,2560,torch.float32
model.decoder.layers.8.self_attn.out_proj.weight,34951280640,26214400,2560x2560,torch.float32
model.decoder.layers.8.self_attn.out_proj.bias,34977495040,10240,2560,torch.float32
model.decoder.layers.8.self_attn_layer_norm.weight,34977505280,10240,2560,torch.float32
model.decoder.layers.8.self_attn_layer_norm.bias,34977515520,10240,2560,torch.float32
model.decoder.layers.8.fc1.weight,34977525760,104857600,10240x2560,torch.float32
model.decoder.layers.8.fc1.bias,35082383360,40960,10240,torch.float32
model.decoder.layers.8.fc2.weight,35082424320,104857600,2560x10240,torch.float32
model.decoder.layers.8.fc2.bias,35187281920,10240,2560,torch.float32
model.decoder.layers.8.final_layer_norm.weight,35187292160,10240,2560,torch.float32
model.decoder.layers.8.final_layer_norm.bias,35187302400,10240,2560,torch.float32
model.decoder.layers.9.self_attn.k_proj.weight,35187312640,26214400,2560x2560,torch.float32
model.decoder.layers.9.self_attn.k_proj.bias,35213527040,10240,2560,torch.float32
model.decoder.layers.9.self_attn.v_proj.weight,35213537280,26214400,2560x2560,torch.float32
model.decoder.layers.9.self_attn.v_proj.bias,35239751680,10240,2560,torch.float32
model.decoder.layers.9.self_attn.q_proj.weight,35239761920,26214400,2560x2560,torch.float32
model.decoder.layers.9.self_attn.q_proj.bias,35265976320,10240,2560,torch.float32
model.decoder.layers.9.self_attn.out_proj.weight,35265986560,26214400,2560x2560,torch.float32
model.decoder.layers.9.self_attn.out_proj.bias,35292200960,10240,2560,torch.float32
model.decoder.layers.9.self_attn_layer_norm.weight,35292211200,10240,2560,torch.float32
model.decoder.layers.9.self_attn_layer_norm.bias,35292221440,10240,2560,torch.float32
model.decoder.layers.9.fc1.weight,35292231680,104857600,10240x2560,torch.float32
model.decoder.layers.9.fc1.bias,35397089280,40960,10240,torch.float32
model.decoder.layers.9.fc2.weight,35397130240,104857600,2560x10240,torch.float32
model.decoder.layers.9.fc2.bias,35501987840,10240,2560,torch.float32
model.decoder.layers.9.final_layer_norm.weight,35501998080,10240,2560,torch.float32
model.decoder.layers.9.final_layer_norm.bias,35502008320,10240,2560,torch.float32
model.decoder.layers.10.self_attn.k_proj.weight,35502018560,26214400,2560x2560,torch.float32
model.decoder.layers.10.self_attn.k_proj.bias,35528232960,10240,2560,torch.float32
model.decoder.layers.10.self_attn.v_proj.weight,35528243200,26214400,2560x2560,torch.float32
model.decoder.layers.10.self_attn.v_proj.bias,35554457600,10240,2560,torch.float32
model.decoder.layers.10.self_attn.q_proj.weight,35554467840,26214400,2560x2560,torch.float32
model.decoder.layers.10.self_attn.q_proj.bias,35580682240,10240,2560,torch.float32
model.decoder.layers.10.self_attn.out_proj.weight,35580692480,26214400,2560x2560,torch.float32
model.decoder.layers.10.self_attn.out_proj.bias,35606906880,10240,2560,torch.float32
model.decoder.layers.10.self_attn_layer_norm.weight,35606917120,10240,2560,torch.float32
model.decoder.layers.10.self_attn_layer_norm.bias,35606927360,10240,2560,torch.float32
model.decoder.layers.10.fc1.weight,35606937600,104857600,10240x2560,torch.float32
model.decoder.layers.10.fc1.bias,35711795200,40960,10240,torch.float32
model.decoder.layers.10.fc2.weight,35711836160,104857600,2560x10240,torch.float32
model.decoder.layers.10.fc2.bias,35816693760,10240,2560,torch.float32
model.decoder.layers.10.final_layer_norm.weight,35816704000,10240,2560,torch.float32
model.decoder.layers.10.final_layer_norm.bias,35816714240,10240,2560,torch.float32
model.decoder.layers.11.self_attn.k_proj.weight,35816724480,26214400,2560x2560,torch.float32
model.decoder.layers.11.self_attn.k_proj.bias,35842938880,10240,2560,torch.float32
model.decoder.layers.11.self_attn.v_proj.weight,35842949120,26214400,2560x2560,torch.float32
model.decoder.layers.11.self_attn.v_proj.bias,35869163520,10240,2560,torch.float32
model.decoder.layers.11.self_attn.q_proj.weight,35869173760,26214400,2560x2560,torch.float32
model.decoder.layers.11.self_attn.q_proj.bias,35895388160,10240,2560,torch.float32
model.decoder.layers.11.self_attn.out_proj.weight,35895398400,26214400,2560x2560,torch.float32
model.decoder.layers.11.self_attn.out_proj.bias,35921612800,10240,2560,torch.float32
model.decoder.layers.11.self_attn_layer_norm.weight,35921623040,10240,2560,torch.float32
model.decoder.layers.11.self_attn_layer_norm.bias,35921633280,10240,2560,torch.float32
model.decoder.layers.11.fc1.weight,35921643520,104857600,10240x2560,torch.float32
model.decoder.layers.11.fc1.bias,36026501120,40960,10240,torch.float32
model.decoder.layers.11.fc2.weight,36026542080,104857600,2560x10240,torch.float32
model.decoder.layers.11.fc2.bias,36131399680,10240,2560,torch.float32
model.decoder.layers.11.final_layer_norm.weight,36131409920,10240,2560,torch.float32
model.decoder.layers.11.final_layer_norm.bias,36131420160,10240,2560,torch.float32
model.decoder.layers.12.self_attn.k_proj.weight,36131430400,26214400,2560x2560,torch.float32
model.decoder.layers.12.self_attn.k_proj.bias,36157644800,10240,2560,torch.float32
model.decoder.layers.12.self_attn.v_proj.weight,36157655040,26214400,2560x2560,torch.float32
model.decoder.layers.12.self_attn.v_proj.bias,36183869440,10240,2560,torch.float32
model.decoder.layers.12.self_attn.q_proj.weight,36183879680,26214400,2560x2560,torch.float32
model.decoder.layers.12.self_attn.q_proj.bias,36210094080,10240,2560,torch.float32
model.decoder.layers.12.self_attn.out_proj.weight,36210104320,26214400,2560x2560,torch.float32
model.decoder.layers.12.self_attn.out_proj.bias,36236318720,10240,2560,torch.float32
model.decoder.layers.12.self_attn_layer_norm.weight,36236328960,10240,2560,torch.float32
model.decoder.layers.12.self_attn_layer_norm.bias,36236339200,10240,2560,torch.float32
model.decoder.layers.12.fc1.weight,36236349440,104857600,10240x2560,torch.float32
model.decoder.layers.12.fc1.bias,36341207040,40960,10240,torch.float32
model.decoder.layers.12.fc2.weight,36341248000,104857600,2560x10240,torch.float32
model.decoder.layers.12.fc2.bias,36446105600,10240,2560,torch.float32
model.decoder.layers.12.final_layer_norm.weight,36446115840,10240,2560,torch.float32
model.decoder.layers.12.final_layer_norm.bias,36446126080,10240,2560,torch.float32
model.decoder.layers.13.self_attn.k_proj.weight,36446136320,26214400,2560x2560,torch.float32
model.decoder.layers.13.self_attn.k_proj.bias,36472350720,10240,2560,torch.float32
model.decoder.layers.13.self_attn.v_proj.weight,36472360960,26214400,2560x2560,torch.float32
model.decoder.layers.13.self_attn.v_proj.bias,36498575360,10240,2560,torch.float32
model.decoder.layers.13.self_attn.q_proj.weight,36498585600,26214400,2560x2560,torch.float32
model.decoder.layers.13.self_attn.q_proj.bias,36524800000,10240,2560,torch.float32
model.decoder.layers.13.self_attn.out_proj.weight,36524810240,26214400,2560x2560,torch.float32
model.decoder.layers.13.self_attn.out_proj.bias,36551024640,10240,2560,torch.float32
model.decoder.layers.13.self_attn_layer_norm.weight,36551034880,10240,2560,torch.float32
model.decoder.layers.13.self_attn_layer_norm.bias,36551045120,10240,2560,torch.float32
model.decoder.layers.13.fc1.weight,36551055360,104857600,10240x2560,torch.float32
model.decoder.layers.13.fc1.bias,36655912960,40960,10240,torch.float32
model.decoder.layers.13.fc2.weight,36655953920,104857600,2560x10240,torch.float32
model.decoder.layers.13.fc2.bias,36760811520,10240,2560,torch.float32
model.decoder.layers.13.final_layer_norm.weight,36760821760,10240,2560,torch.float32
model.decoder.layers.13.final_layer_norm.bias,36760832000,10240,2560,torch.float32
model.decoder.layers.14.self_attn.k_proj.weight,36760842240,26214400,2560x2560,torch.float32
model.decoder.layers.14.self_attn.k_proj.bias,36787056640,10240,2560,torch.float32
model.decoder.layers.14.self_attn.v_proj.weight,36787066880,26214400,2560x2560,torch.float32
model.decoder.layers.14.self_attn.v_proj.bias,36813281280,10240,2560,torch.float32
model.decoder.layers.14.self_attn.q_proj.weight,36813291520,26214400,2560x2560,torch.float32
model.decoder.layers.14.self_attn.q_proj.bias,36839505920,10240,2560,torch.float32
model.decoder.layers.14.self_attn.out_proj.weight,36839516160,26214400,2560x2560,torch.float32
model.decoder.layers.14.self_attn.out_proj.bias,36865730560,10240,2560,torch.float32
model.decoder.layers.14.self_attn_layer_norm.weight,36865740800,10240,2560,torch.float32
model.decoder.layers.14.self_attn_layer_norm.bias,36865751040,10240,2560,torch.float32
model.decoder.layers.14.fc1.weight,36865761280,104857600,10240x2560,torch.float32
model.decoder.layers.14.fc1.bias,36970618880,40960,10240,torch.float32
model.decoder.layers.14.fc2.weight,36970659840,104857600,2560x10240,torch.float32
model.decoder.layers.14.fc2.bias,37075517440,10240,2560,torch.float32
model.decoder.layers.14.final_layer_norm.weight,37075527680,10240,2560,torch.float32
model.decoder.layers.14.final_layer_norm.bias,37075537920,10240,2560,torch.float32
model.decoder.layers.15.self_attn.k_proj.weight,37075548160,26214400,2560x2560,torch.float32
model.decoder.layers.15.self_attn.k_proj.bias,37101762560,10240,2560,torch.float32
model.decoder.layers.15.self_attn.v_proj.weight,37101772800,26214400,2560x2560,torch.float32
model.decoder.layers.15.self_attn.v_proj.bias,37127987200,10240,2560,torch.float32
model.decoder.layers.15.self_attn.q_proj.weight,37127997440,26214400,2560x2560,torch.float32
model.decoder.layers.15.self_attn.q_proj.bias,37154211840,10240,2560,torch.float32
model.decoder.layers.15.self_attn.out_proj.weight,37154222080,26214400,2560x2560,torch.float32
model.decoder.layers.15.self_attn.out_proj.bias,37180436480,10240,2560,torch.float32
model.decoder.layers.15.self_attn_layer_norm.weight,37180446720,10240,2560,torch.float32
model.decoder.layers.15.self_attn_layer_norm.bias,37180456960,10240,2560,torch.float32
model.decoder.layers.15.fc1.weight,37180467200,104857600,10240x2560,torch.float32
model.decoder.layers.15.fc1.bias,37285324800,40960,10240,torch.float32
model.decoder.layers.15.fc2.weight,37285365760,104857600,2560x10240,torch.float32
model.decoder.layers.15.fc2.bias,37390223360,10240,2560,torch.float32
